StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,firm_resp_1,human_resp_1,firm_liable_1,human_liable_1,reason,comp_3,comp_1,comp_2,automation,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,label
2024-11-13 13:48:28,2024-11-13 13:57:31,0,98.149.70.8,100,542,1,2024-11-13 13:57:31,R_6tQmUHGZeAqwfSx,,,,,33.8074,-117.9997,anonymous,EN,1,66ae6ee9942ad6bd3e2b567f,2,5,66,52,93,42,"Well, seems like the autopilot isn't perfect but was shipped out anyway for the average consumer to use. It's kind of the human's fault for fully trusting a new system, but if the autopilot was heavily advertised, than it's mostly the company's fault.",1,2,4,2,4,gender queer,2,,24,4,,84,,,,Autopilot
2024-11-13 13:54:14,2024-11-13 13:57:36,0,208.104.68.142,100,202,1,2024-11-13 13:57:37,R_5horFaNoVLI1jMa,,,,,35.0125,-80.9309,anonymous,EN,1,66f571c883c1bb188b2fb156,2,5,75,75,75,75,"They both are ",1,2,4,4,2,,3,,36,4,,20,,,,Copilot
2024-11-13 13:49:26,2024-11-13 13:57:38,0,73.16.53.16,100,491,1,2024-11-13 13:57:39,R_31cFPktinPbrthz,,,,,42.0459,-72.7542,anonymous,EN,1,5d2fbee1fb16450018a7a023,2,5,30,80,40,70,"The human driver is more liable for the accident due to his distraction while driving, which constitutes negligence on his part. Although AEON's technology plays a role in vehicle operation, it does not absolve the driver from his responsibility to remain attentive and react appropriately to road conditions. This situation highlights the importance of driver awareness even when using advanced driving assistance systems like AEON Copilot.",1,2,4,3,1,,3,,36,4,,70,,,,Copilot
2024-11-13 13:52:59,2024-11-13 13:57:39,0,128.92.195.147,100,280,1,2024-11-13 13:57:40,R_6HblZ5zJlwKyN44,,,,,32.8285,-97.0951,anonymous,EN,1,5ea12ef620592612b4efb8fc,2,5,80,79,100,80,The company is more at fault because it gave a sense of security for humans to have more distractions with autopilot.,1,2,4,5,2,,2,,29,5,,77,,,,Autopilot
2024-11-13 13:52:30,2024-11-13 13:57:40,0,74.105.140.75,100,310,1,2024-11-13 13:57:40,R_5k0RxBf0TAdE0Ru,,,,,41.0631,-74.1437,anonymous,EN,1,5d946449f5241f0018fe2af2,2,5,90,60,90,70,the AI is supposed to detect these things and stop.,1,2,4,3,2,,3,,45,2,,45,,,,Autopilot
2024-11-13 13:53:01,2024-11-13 13:57:41,0,35.150.228.130,100,280,1,2024-11-13 13:57:41,R_6HYTNMQ1mXo7zjh,,,,,34.1138,-83.9991,anonymous,EN,1,603a9a4cf130694f1c1b46a3,2,5,70,50,70,50,What's the point of having an autopilot system be on if it doesn't work?,1,2,4,4,1,,2,,23,4,,50,,,,Autopilot
2024-11-13 13:47:44,2024-11-13 13:57:42,0,131.93.99.47,100,598,1,2024-11-13 13:57:42,R_3szI1IHokP7TPih,,,,,44.9334,-91.3912,anonymous,EN,1,6679e748c16abe5888509bf7,2,5,70,60,70,70,"To be honest, I feel like they are both equally guilty. The human driver shouldn't be looking down at his phone while he's driving, even if he is not technically driving it. At the same time, the human driver could have put too much faith into the cars autopilot abilities and trusted that the autopilot system would automatically register the stop sign.",1,2,4,3,2,,3,,30,1,,80,,,,Autopilot
2024-11-13 13:53:42,2024-11-13 13:57:44,0,73.54.79.24,100,241,1,2024-11-13 13:57:46,R_75sYLKyBSDOiuDW,,,,,26.1883,-81.7071,anonymous,EN,1,5e7a6846f0f631000a4e2b9d,2,5,100,80,80,100,The human is more liable since they are there to drive in the car and to backup any decision or lack of decision that would result in a crash or issue with the car.,1,2,4,4,1,,3,,58,5,,80,,,,Copilot
2024-11-13 13:49:00,2024-11-13 13:57:46,0,172.56.40.224,100,525,1,2024-11-13 13:57:47,R_17q0J4Pkz4Fe2hb,,,,,29.4213,-98.5313,anonymous,EN,1,63be6aae1b65a42e794770ee,2,5,50,50,50,50,The driver was reckless,1,2,4,4,1,,4,,33,4,,50,,,,Autopilot
2024-11-13 13:50:22,2024-11-13 13:57:47,0,99.11.254.7,100,445,1,2024-11-13 13:57:47,R_1jjqK9uKT8M6RcK,,,,,30.6492,-97.9286,anonymous,EN,1,67005522610693074c0c0364,2,5,75,68,90,60,Clearly the system failed to recognize the stop sign. In addition you as the operator must always keep your eyes on the road. The Aeon company bears a at least equal amount of responsibility of system failure.,1,2,4,4,1,,6,,63,1,,51,,,,Autopilot
2024-11-13 13:53:54,2024-11-13 13:57:50,0,74.72.168.76,100,236,1,2024-11-13 13:57:50,R_1CvUj31b5JPCmK7,,,,,40.6994,-73.8883,anonymous,EN,1,66cc8c5018e31d14f4cc6cf9,2,5,100,30,100,51,The person in the car is relying on the Technology to go its job. You have to have trust that the autopilot is working as indended,1,2,4,6,1,,3,,64,5,,73,,,,Autopilot
2024-11-13 13:51:44,2024-11-13 13:57:53,0,76.32.241.175,100,369,1,2024-11-13 13:57:53,R_1e8gD1bSVtbqQwn,,,,,34.1867,-118.3878,anonymous,EN,1,668ca24d9348859dd098a757,2,5,30,80,29,80,The driver is liable. You are taking a risk whenever you are allowing technology to make a decision for you.,1,1,4,5,2,,1,,51,4,,50,,,,Autopilot
2024-11-13 13:54:03,2024-11-13 13:57:54,0,45.27.7.241,100,231,1,2024-11-13 13:57:55,R_5R7wvIi9V9ezrdR,,,,,37.168,-93.3039,anonymous,EN,1,5e82a76d09f66f9cd3aeb0e7,2,5,40,60,40,60,"The car was in auto driver mode so the driver had the reasonable expectation that the car would safely drive itself while he was distracted however the responsibility ultimately falls on the human in the driver seat. ",1,2,4,5,1,,3,,34,4,,61,,,,Copilot
2024-11-13 13:51:43,2024-11-13 13:57:55,0,71.161.206.162,100,371,1,2024-11-13 13:57:55,R_6c75JpjIXCn6Yqe,,,,,43.0803,-72.4151,anonymous,EN,1,66f0b33cb7f6c2ae6ef72ef5,2,5,60,82,80,100,"The company is liable as the copilot did not perform as it was supposed to, however, most areas have laws against using a cell phone when driving, which would likely extend to the use of AV copilots, making the person most liable for negligence. ",1,2,4,5,2,,3,,38,4,,75,,,,Copilot
2024-11-13 13:51:53,2024-11-13 13:57:56,0,174.244.81.45,100,362,1,2024-11-13 13:57:56,R_1M40G7AECLWjlwo,,,,,30.3304,-97.7705,anonymous,EN,1,63ea974c81ff0fffe7fb8613,2,5,54,100,54,100,"The human is the driver of the car. Aeon in it's name states it is the co-pilot (the co-driver). The human is always the operator of the car and assisted by the co-driver. The human is liable as they chose to use the co-driver. ",1,2,4,2,2,,4,,60,4,,71,,,,Autopilot
2024-11-13 13:50:58,2024-11-13 13:57:57,0,172.59.124.62,100,418,1,2024-11-13 13:57:58,R_7ykOukSNFRdaKFa,,,,,35.42,-97.5561,anonymous,EN,1,603d4b59302d07a6d9043acc,2,5,23,85,25,89,"he programed the car, he trusted the car, he is part of the car to a degree",1,2,4,5,1,,1,,51,3,,18,,,,Copilot
2024-11-13 13:52:24,2024-11-13 13:57:58,0,128.151.71.10,100,334,1,2024-11-13 13:57:58,R_3rZba6AkuzILROV,,,,,43.1311,-77.6053,anonymous,EN,1,612a75214a12bdaed3bb373e,2,5,50,70,85,75,"I think the human is more liable because they should not be trusting autopilot in a car in general, even if it is a marketed feature you should still be paying attention to your surroundings while driving ",1,2,4,6,2,,3,,23,4,,30,,,,Autopilot
2024-11-13 13:48:35,2024-11-13 13:57:59,0,89.34.231.3,100,564,1,2024-11-13 13:57:59,R_33gVrJKptviRgFb,,,,,37.751,-97.822,anonymous,EN,1,66fb204e6f9c5dde6c9c87d3,2,5,61,39,71,39,The company is liable due to not predicting such a scenario happening hence did not place safeguards.,1,1,4,6,2,,3,,30,4,,40,,,,Copilot
2024-11-13 13:53:42,2024-11-13 13:58:00,0,70.224.66.50,100,258,1,2024-11-13 13:58:01,R_7YnbD4w3lk7j8T7,,,,,33.6404,-117.9226,anonymous,EN,1,62fc68b4f44b013950b67b11,2,5,70,80,70,80,"The human is primarily responsible for diverting his attention from the road to check a text, however, if the autopilot was said by the company to have been able to do such a thing as take over driving when one receives a text message, and the driver believed that to be true, it could be argued that the company is responsible for the accident as it suggested something untrue.",1,2,4,4,1,,3,,31,3,,80,,,,Copilot
2024-11-13 13:50:22,2024-11-13 13:58:00,0,212.32.121.253,100,458,1,2024-11-13 13:58:01,R_3SxdlHruYfhMm1Q,,,,,37.751,-97.822,anonymous,EN,1,6693f1d9fe7d710187a5f8f5,2,5,85,100,82,100,THE MAN DIDN'T RETURN THE CAR TO FULL AUTO PILLOT WHEN  ALSO THE AI WASNT GIVEN FULL CONTROL,2,2,4,6,1,,1,,28,4,,65,,,,Autopilot
2024-11-13 13:49:50,2024-11-13 13:58:05,0,35.145.38.120,100,495,1,2024-11-13 13:58:05,R_5YaMaCk4s1b889d,,,,,28.53,-81.4807,anonymous,EN,1,66b979589d208d3ec691d89b,2,5,70,100,92,100,The driver is more liable because you shouldn't risk your life by not paying attention to the road even if it's on autopilot,1,3,4,2,1,,1,,30,3,,70,,,,Autopilot
2024-11-13 13:52:19,2024-11-13 13:58:08,0,67.189.202.159,100,349,1,2024-11-13 13:58:09,R_3dfQzdcZNeh0RG6,,,,,41.3379,-73.6943,anonymous,EN,1,671be80dd312fef1ab1d7c31,2,5,81,57,72,58,"Although the driver is at fault also, there should have been a failsafe that prevented the autopilot from missing a red  light.",2,1,4,4,1,,3,,72,5,,3,,,,Autopilot
2024-11-13 13:49:00,2024-11-13 13:58:10,0,72.218.246.28,100,549,1,2024-11-13 13:58:10,R_3DRRrq7AD9qJViw,,,,,36.8275,-76.0396,anonymous,EN,1,67045932c671e52de9f8bc4c,2,5,30,99,30,100,the human is liable we are not supposed to rely 100% on any machine or assisted anything of any kind as a human. it doesn't completely absolve you of the responsibility.,1,2,4,3,2,,3,,38,4,,40,,,,Copilot
2024-11-13 13:51:58,2024-11-13 13:58:10,0,107.12.234.185,100,371,1,2024-11-13 13:58:10,R_7qmbdaWnScaYfqJ,,,,,34.879,-76.9013,anonymous,EN,1,558acd52fdf99b65685f03d9,2,5,59,19,91,31,"Aeon is more liable. The company created the autopilot, and it failed to work.",1,2,4,3,2,,1,,33,4,,81,,,,Autopilot
2024-11-13 13:51:30,2024-11-13 13:58:12,0,207.228.20.187,100,401,1,2024-11-13 13:58:12,R_1gjbCV4mWgR74V4,,,,,37.751,-97.822,anonymous,EN,1,66e2edd9ab44d187f2d21073,2,5,84,100,64,87,"I think the human driver is more liable because he chose to look at his phone, which distracted him from the road. Even with the Copilot system, it’s still the driver’s responsibility to stay focused and ready to act",1,2,4,5,2,,3,,31,5,,61,,,,Copilot
2024-11-13 13:52:54,2024-11-13 13:58:14,0,136.49.112.203,100,319,1,2024-11-13 13:58:15,R_3k2qR37zW89jPkn,,,,,30.2095,-97.7972,anonymous,EN,1,66bb87ce7559159a3d7a79b6,2,5,91,50,91,40,If driver error occurred at any point then the driver is responsible.  If the car guarantees autopilot is safe then the company is responsible.,1,2,4,5,1,,3,,49,4,,40,,,,Autopilot
2024-11-13 13:50:08,2024-11-13 13:58:19,0,96.232.186.49,100,491,1,2024-11-13 13:58:20,R_699wBVDHQFDB1Rf,,,,,40.9039,-73.837,anonymous,EN,1,660b8a64848fe5d8cc2c5444,2,5,100,0,100,0,"I believe Aeon the company is liable as well as responsible for the accident because the company created the artificial intelligence that is co-piloting the car. A human from the company must be behind that co-piolet and if it is not a human but the ai that the humans of the Aeon company that is driving the human passenger than the company is still at fault for the accident and damages sustained to the person and the vehicle because humans from the Aeon company created this artificial intelligence and it was not trained well enough to be a copilot commanding a vehicle with a human inside of it. ",1,2,4,2,2,,1,,38,2,,82,,,,Copilot
2024-11-13 13:54:22,2024-11-13 13:58:22,0,136.226.101.8,100,240,1,2024-11-13 13:58:23,R_3DUntf434zYnYTD,,,,,32.7797,-96.8022,anonymous,EN,1,6564945a98aa29adc95a4672,2,5,0,100,0,100,"The human driver is liable for the accident because he should still be paying attention regardless of if he has an auto pilot or not. ",1,2,4,6,2,,3,,36,3,,9,,,,Autopilot
2024-11-13 13:51:31,2024-11-13 13:58:31,0,207.91.23.240,100,420,1,2024-11-13 13:58:31,R_14jI4fLb7C6XIAa,,,,,35.0137,-97.3611,anonymous,EN,1,65cbf8c525b3403076c1dfb2,2,5,52,85,52,100,the human driver because they are completely responsible for the operation for the car while behind the wheel. the failed technology is partially at fault for not functioning properly,1,2,4,4,1,,1,,37,3,,74,,,,Copilot
2024-11-13 13:53:35,2024-11-13 13:58:36,0,98.146.197.122,100,301,1,2024-11-13 13:58:37,R_6pWSNCMon9OLeLQ,,,,,46.7314,-117.1733,anonymous,EN,1,5be8dd56d153f500019ab3cf,2,5,91,100,100,100,I think Aeon is more responsible because it has convinced customers that Aeon's autopilot will work to save the day when the customer fails to pay attention.,1,1,4,4,2,,3,,60,6,,98,,,,Copilot
2024-11-13 13:54:38,2024-11-13 13:58:39,0,216.41.172.152,100,240,1,2024-11-13 13:58:40,R_6UgQo7feqhv1a7C,,,,,35.6854,-88.8281,anonymous,EN,1,668879eaa1dc0707575d5c82,2,5,75,85,75,95,"Both are responsible. The human should have been paying attention, realizing that the copilot technology is not perfect. I think the human is slightly more responsible, though.",1,3,4,6,1,,3,,48,5,,70,,,,Copilot
2024-11-13 13:52:32,2024-11-13 13:58:39,0,75.151.114.229,100,367,1,2024-11-13 13:58:40,R_5NFjg1f8EahxcAJ,,,,,47.6295,-122.3165,anonymous,EN,1,5dd901ce7aa0d689cec7b472,2,5,90,19,82,14,The company is most at fault because they designed the copilot system. The human bears some responsibility because they are in the car at the moment of the accident and they could have waited a moment to check the text.,1,2,4,5,1,,4,,52,4,,18,,,,Copilot
2024-11-13 13:54:08,2024-11-13 13:58:47,0,73.66.113.69,100,278,1,2024-11-13 13:58:47,R_5Gkz1VUPHu114ai,,,,,38.4272,-121.442,anonymous,EN,1,5f2ccf089978511f2f2905ad,2,5,90,40,90,40,"If the company advertises their vehicle as ""autopilot"", one would have to assume it can at the very least detect stop signs or incoming danger on the road. Therefore, Aeon definitely created a misleading and dangerous product and should be liable.",2,2,4,2,1,,7,,30,4,,55,,,,Autopilot
2024-11-13 13:53:55,2024-11-13 13:58:48,0,73.42.51.143,100,293,1,2024-11-13 13:58:49,R_7zU7hRwDZibkhGm,,,,,30.6333,-88.1523,anonymous,EN,1,65f4ab7884f8411c9e11a34e,2,5,60,75,60,70,Even if the copolit driver assist is partly to blame the onus still rests on the operator of the vehicle to be attentive to the road and their surroundings.,1,2,4,2,1,,3,,32,3,,70,,,,Copilot
2024-11-13 13:50:37,2024-11-13 13:58:52,0,172.56.169.60,100,494,1,2024-11-13 13:58:52,R_7wpkpJkKJUq2xOi,,,,,38.6353,-121.4558,anonymous,EN,1,66fa717f0464c248a699f80d,2,5,0,91,0,92,"The human driver is more liable for the accident because, despite the car's Autopilot system being active, the driver is still responsible for maintaining attention and being ready to take control of the vehicle at any moment. By looking down to check a text message, the driver failed to monitor the road and missed a critical safety signal, which contributed to the collision.",1,2,4,4,2,,3,,21,4,,83,,,,Autopilot
2024-11-13 13:53:35,2024-11-13 13:58:55,0,12.74.154.98,100,320,1,2024-11-13 13:58:56,R_3xxeblUlPPmeiim,,,,,30.4509,-91.1563,anonymous,EN,1,5cba50bf114fa5001aac5570,2,5,40,60,30,70,"I'm assuming that this AR, whatever that means, is equivalent to the development of Tesla's FSD and that it is capable of performing the vast number of journeys without human intervention, meaning that this driver is ultimately culpable for the actions of his vehicle.",1,2,4,5,1,,3,,72,1,,63,,,,Copilot
2024-11-13 13:50:29,2024-11-13 13:59:01,0,172.56.5.142,100,511,1,2024-11-13 13:59:01,R_7O6xVl8dMVYeiLT,,,,,42.8825,-78.8149,anonymous,EN,1,663a8c84b8e7c046d854c8dd,2,5,25,100,70,75,"I would be interested in the terms in AEON's copilot conditions for the car, however, in my opinion I think that the human is always responsible. However, being curious about this company's terms for its copilot program, the trust the driver had put into it might be better determined with additional details. The salesman providing the vehicle for example. Did he over-state trust? Many details I would be curious about.",1,2,4,2,1,,3,,43,3,,75,,,,Copilot
2024-11-13 13:52:05,2024-11-13 13:59:02,0,73.170.196.52,100,416,1,2024-11-13 13:59:02,R_1kVeS7yo0L1FJwR,,,,,38.2452,-122.1395,anonymous,EN,1,63d40219337fe37c8de6582f,2,5,60,90,70,100,The human is still more responsible in this accident because you can't rely fully on the copilot. You still have to be monitoring the roads even if you have a copilot.,1,2,4,3,2,,2,,54,4,,60,,,,Copilot
2024-11-13 13:47:49,2024-11-13 13:59:03,0,73.43.8.196,100,673,1,2024-11-13 13:59:04,R_1k8GkDTfhJNi37P,,,,,33.8574,-84.013,anonymous,EN,1,60a3128cb035414bb4588090,2,5,6,92,19,51,It was the human's fault because the diver was in control of  the vehicle,2,1,4,4,2,,1,,23,1,,87,,,,Copilot
2024-11-13 13:52:50,2024-11-13 13:59:05,0,24.17.181.248,100,374,1,2024-11-13 13:59:06,R_3410927xm1ZgWji,,,,,47.6176,-122.1424,anonymous,EN,1,597e424aa0b66b0001ea7fed,2,5,80,100,80,100,The company gave a car that gave a false sense of security and the driver was distracted while driving.,1,2,4,4,1,,1,,27,4,,74,,,,Copilot
2024-11-13 13:52:35,2024-11-13 13:59:11,0,108.209.189.157,100,396,1,2024-11-13 13:59:13,R_3eVIiRBlwXEW941,,,,,38.2145,-85.2254,anonymous,EN,1,5def36764194415d17f32c5b,2,5,100,75,100,75,"I think Aeon is more liable because of the misleading name of the program with ""autopilot"". If it has trouble detecting stop signs, then it's not a true autopilot, and a human cannot reasonably assume that the car was not going to perform the function it was designed to do.",1,2,4,6,2,,2,,31,1,,70,,,,Autopilot
2024-11-13 13:52:14,2024-11-13 13:59:13,0,68.132.202.145,100,418,1,2024-11-13 13:59:13,R_3pPOPeytdgSg0uy,,,,,40.9163,-73.7898,anonymous,EN,1,5dd1fbf683e30924729400df,2,5,80,80,80,80,"I think both Aeon and the driver are liable for the accident. Both failed to function safely. ",1,1,4,4,1,,3,,42,4,,60,,,,Copilot
2024-11-13 13:54:44,2024-11-13 13:59:14,0,98.206.158.62,100,269,1,2024-11-13 13:59:14,R_7CZouKCsNj9ToQR,,,,,41.8298,-86.2542,anonymous,EN,1,5c31847f10677f0001ddc781,2,5,75,75,61,72,Since both were in the car and neither was paying attention they are both at fault but the human driver is more at fault.,1,2,4,2,2,,3,,40,1,,62,,,,Autopilot
2024-11-13 13:54:12,2024-11-13 13:59:19,0,192.63.126.164,100,306,1,2024-11-13 13:59:19,R_7d9LWcHxeRNKLIJ,,,,,31.7686,-106.4279,anonymous,EN,1,5a6fd0626923df0001ef977b,2,5,5,100,0,100,The human driver is liable because they are occupying and operating the vehicle and should know not to depend on autopilot because it may be imperfect.,1,2,4,2,4,non-binary,4,,36,4,,10,,,,Autopilot
2024-11-13 13:51:00,2024-11-13 13:59:27,0,104.177.0.101,100,506,1,2024-11-13 13:59:27,R_6R8at8rZDt5ZMIx,,,,,30.0736,-95.6203,anonymous,EN,1,61006ac5b3bd67e87ef4a9fc,2,5,52,60,50,60,I think that the human is more at fault because you can't really trust an AI system of any kind 100% of the time,2,2,4,3,2,,4,,31,4,,58,,,,Copilot
2024-11-13 13:51:49,2024-11-13 13:59:28,0,98.97.4.165,100,459,1,2024-11-13 13:59:28,R_7LZ7BVW0aIwypdF,,,,,41.8874,-87.6318,anonymous,EN,1,670e526f0da650ac56924a7c,2,5,60,70,60,81,"I believe the human is more liable for the accident. Because, even though the vehicle has autopilot capabilities, I do not believe you should be using devices no more than if you did not have the technology. Many states also have handsfree laws, which would also make his actions illegal. ",1,2,4,6,2,,3,,41,3,,50,,,,Autopilot
2024-11-13 13:51:13,2024-11-13 13:59:28,0,66.177.20.119,100,495,1,2024-11-13 13:59:28,R_5wgHFnJLzTnQsmi,,,,,30.2183,-81.5621,anonymous,EN,1,67185d72a496b39bb780ff8c,2,5,6,97,20,91,"The driver is more liable because even with autopilot on your eyes should still be on the road. ",1,2,4,5,2,,1,,30,3,,50,,,,Autopilot
2024-11-13 13:49:33,2024-11-13 13:59:41,0,96.32.75.79,100,608,1,2024-11-13 13:59:42,R_6DivvGWxFPzbZL3,,,,,33.9482,-83.9944,anonymous,EN,1,5f86c71cc9ccdd0159e0668d,2,5,49,51,49,51,I think they are both at fault for the accident. I think the human should have been paying attention since he was in the car and not rely in the auto pilot.,1,2,4,4,2,,1,,43,3,,39,,,,Autopilot
2024-11-13 13:52:50,2024-11-13 13:59:44,0,47.184.15.227,100,413,1,2024-11-13 13:59:44,R_7eWTsaYoCnhI4TX,,,,,33.0286,-96.8736,anonymous,EN,1,6446b4a6eb2ba64c1505307d,2,5,100,0,100,0,The company is entirely responsible for the consequences it's autopilot program produces good and bad.,1,2,4,6,1,,3,,27,5,,81,,,,Autopilot
2024-11-13 13:50:48,2024-11-13 13:59:55,0,68.227.128.246,100,546,1,2024-11-13 13:59:55,R_7eqRzDWDJuTTPv8,,,,,30.2459,-90.9158,anonymous,EN,1,66045b647f4267ac6b16f125,2,5,81,30,70,10,Aeon autopilot switched on and should have been able to stop at the stop sign.,1,2,4,3,2,,6,biracial,51,4,,70,,,,Autopilot
2024-11-13 13:53:36,2024-11-13 13:59:58,0,76.140.138.98,100,382,1,2024-11-13 13:59:59,R_6S1yoyazwO6l8CS,,,,,30.1909,-85.6696,anonymous,EN,1,63eb13f36c0fe9ba20d45234,2,5,80,30,65,80,"The driver is ultimately liable for damages. However, Aeon is responsible for the accident. The driver should have been watching the road and ultimately it was his choice to use Aeon. Aeon, however, did make the system to auto-drive the car. It is a tough one but the driver is responsible but should be reimbursed by Aeon.",1,2,4,6,1,,3,,60,1,,40,,,,Copilot
2024-11-13 13:48:57,2024-11-13 14:00:02,0,73.79.146.153,100,665,1,2024-11-13 14:00:02,R_7hinMvEONCWDQBe,,,,,40.3052,-79.5418,anonymous,EN,1,66b8c57c379b1653b3b0042b,2,5,71,83,61,49,"The human driver and Aeon are both to blame. The driver should've been paying more attention and the autopilot should've detected the stop sign. ",1,2,4,3,2,,3,,35,1,,67,,,,Autopilot
2024-11-13 13:53:13,2024-11-13 14:00:03,0,50.37.26.185,100,409,1,2024-11-13 14:00:03,R_3mDVPVtTwVIv583,,,,,38.8703,-119.6115,anonymous,EN,1,66b27ce62704b3b7138a103c,2,5,70,100,70,100,the human,1,2,1,3,1,,3,,33,3,,50,,,,Copilot
2024-11-13 13:55:04,2024-11-13 14:00:03,0,76.37.38.99,100,299,1,2024-11-13 14:00:05,R_7E167agzGhqoQWE,,,,,42.1471,-75.8816,anonymous,EN,1,666b59f95861737274e65238,2,5,90,30,90,75,"Aeon is more liable because it is selling faulty technology, which directly caused the accident. The human driver, while not directly responsible for the accident, should also be considered somewhat liable because they chose to use the autopilot system rather than driving for themselves.",1,2,4,6,2,,3,,41,4,,60,,,,Autopilot
2024-11-13 13:57:56,2024-11-13 14:00:06,0,50.222.161.234,100,130,1,2024-11-13 14:00:07,R_17PaCQqZeLB4iFb,,,,,40.734,-74.0712,anonymous,EN,1,5c48d9b3cd853b0001287890,2,5,40,100,40,100,"the human has a duty to keep their eyes on the road at all times as much as possible, the company may have some liability depending on their claims of the autopilot",1,2,4,3,1,,3,,33,4,,22,,,,Copilot
2024-11-13 13:53:56,2024-11-13 14:00:08,0,70.161.159.227,100,372,1,2024-11-13 14:00:09,R_1g4V40rcKYwnPXP,,,,,36.8366,-76.1624,anonymous,EN,1,64a2be5c2053c3002cf8bbfc,2,5,0,100,0,100,"This is a co - pilot designed to help the driver . Well, the driver should  never take their eyes off the road for a text message , etc. So, I feel the driver bears the responsibility.",1,2,4,6,2,,3,,69,2,,75,,,,Copilot
2024-11-13 13:52:00,2024-11-13 14:00:08,0,107.203.101.64,100,488,1,2024-11-13 14:00:09,R_7OjJeiw4aCri7e9,,,,,33.3683,-117.2333,anonymous,EN,1,5dea96a5770a431bbed1efb2,2,5,80,70,80,20,"If the autopilot is designed to detect stop signs and the driver was led to expect it to, then the fault is with the company. However, since it's the human's car, they are also partly responsible. I don't know from what I read whether the car is designed to let the drive do other things or not.",1,2,4,5,2,,3,,68,3,,20,,,,Autopilot
2024-11-13 13:53:59,2024-11-13 14:00:09,0,47.159.202.118,100,370,1,2024-11-13 14:00:10,R_5dzWNBOsdNGYTo5,,,,,33.9263,-118.0034,anonymous,EN,1,663742d4b6ecce6de34189ad,2,5,98,61,100,73,"I think they are both liable. However I think the company is the most liable because it is intended for the purpose of something like this occurring. The copilot should have been able to see the stop sign and stop accordingly. ",1,2,4,5,2,,4,,31,2,,75,,,,Copilot
2024-11-13 13:53:32,2024-11-13 14:00:15,0,68.59.229.41,100,402,1,2024-11-13 14:00:15,R_3yQpoSAvMN0btkZ,,,,,34.7102,-85.2687,anonymous,EN,1,56bfcce79f7a1e0005fdca9e,2,5,49,82,40,81,"The car didn't live up to expectations, but the driver is ultimately responsible to the injured party.  The driver is responsible, but should go back to the company to recover his losses.",1,2,4,5,2,,3,,78,3,,8,,,,Copilot
2024-11-13 13:50:58,2024-11-13 14:00:28,0,72.66.105.68,100,569,1,2024-11-13 14:00:28,R_7pXA2L645mQM6Wu,,,,,38.9841,-77.3672,anonymous,EN,1,667a1f5e23bc5cee5bdb0a89,2,5,20,70,20,71,"Well, I think there is some crucial information missing here. How extensive is the Autopliot? Is it just for interstate travel? Is it just assistance?  Is it supposed to be FULLY autonomous? If it's advertised to be fully autonomous, then the company bears the majority of the blame and should be liable. If it's not, and it's just assisted, or interstate driving, then the driver is at mostly at fault. I assumed that the Autopilot function was for interstate or open road travel in the above scenario.",1,2,4,3,1,,3,,48,4,,60,,,,Autopilot
2024-11-13 13:53:48,2024-11-13 14:00:32,0,173.63.148.181,100,404,1,2024-11-13 14:00:33,R_7EPTd17yAISwl9L,,,,,40.8327,-73.9712,anonymous,EN,1,6526ba5706ea8e4e5cafde48,2,5,64,41,62,40,"AEON bears primary responsibility because their Autopilot system failed to perform a basic safety function. AEON marketed and deployed a system that failed in its fundamental function. ",1,2,4,4,1,,4,,40,5,,70,,,,Autopilot
2024-11-13 13:53:25,2024-11-13 14:00:37,0,75.242.73.206,100,431,1,2024-11-13 14:00:38,R_1Mrgy3qrlgGTBeA,,,,,42.0567,-88.0525,anonymous,EN,1,66abd267fef54ebd672c4d7a,2,5,70,85,75,85,The human should be responsible as well as the company since the company should have used a better car driving system and at the same time the human should not have used his cell phone.,1,2,4,5,2,,3,,63,5,,75,,,,Autopilot
2024-11-13 13:52:25,2024-11-13 14:00:38,0,135.135.207.185,100,492,1,2024-11-13 14:00:38,R_3ZFHO7cl7ASKhvr,,,,,44.951,-89.5335,anonymous,EN,1,65e68fb1a21db3bbe1cfd991,2,5,100,0,100,0,The autopilot had control of the vehicle at the time the accident took place.,1,2,4,6,1,,1,,39,4,,80,,,,Autopilot
2024-11-13 13:54:54,2024-11-13 14:00:38,0,16.98.107.161,100,344,1,2024-11-13 14:00:39,R_5e4UOBz7iERsYdb,,,,,35.4145,-119.0403,anonymous,EN,1,652c2417b4b8e1888eac80f1,2,5,0,100,0,100,"The driver shouldn't rely on the car to do the thinking, they are the one in control. The human should be held reliable.",1,2,4,4,2,,4,,24,1,,75,,,,Copilot
2024-11-13 13:54:07,2024-11-13 14:00:39,0,97.179.100.72,100,392,1,2024-11-13 14:00:40,R_7ZI9RmHzkTNr2VT,,,,,39.7301,-104.9078,anonymous,EN,1,65ccf6eeac32789a604de955,2,5,40,60,40,60,"Although this auto has Autopilot, I doubt that it's meant to be totally in control.  Ultimately the driver is responsible but if there was a malfunction, they should share the blame.",1,2,4,4,2,,3,,63,3,,60,,,,Autopilot
